sensor_id,timestamp,equipment_id,temperature_c,vibration_mms,current_a,pressure_bar
S-010649,2024-03-29 10:00,EQ-B03,37.3,1.36,13.7,4.93
S-010650,2024-03-29 10:00,EQ-B04,35.1,1.35,11.0,5.25
S-010651,2024-03-29 10:00,EQ-C01,37.1,1.18,14.0,5.05
S-010652,2024-03-29 10:00,EQ-C02,42.3,2.42,13.3,5.05
S-010653,2024-03-29 10:00,EQ-C03,38.0,1.71,14.6,5.25
S-010654,2024-03-29 10:00,EQ-C04,40.0,1.22,11.5,5.67
S-010655,2024-03-29 12:00,EQ-A01,41.3,2.41,17.5,5.06
S-010656,2024-03-29 12:00,EQ-A02,43.0,2.41,14.3,5.46
S-010657,2024-03-29 12:00,EQ-A03,44.3,3.2,15.4,4.91
S-010658,2024-03-29 12:00,EQ-A04,42.1,1.65,11.2,5.16
S-010659,2024-03-29 12:00,EQ-B01,37.9,0.96,14.4,5.35
S-010660,2024-03-29 12:00,EQ-B02,38.3,0.81,12.5,5.55
S-010661,2024-03-29 12:00,EQ-B03,36.5,1.08,14.4,5.07
S-010662,2024-03-29 12:00,EQ-B04,36.2,1.43,12.1,5.37
S-010663,2024-03-29 12:00,EQ-C01,39.2,1.61,13.5,5.19
S-010664,2024-03-29 12:00,EQ-C02,37.3,2.31,12.9,4.94
S-010665,2024-03-29 12:00,EQ-C03,38.0,1.7,13.6,5.11
S-010666,2024-03-29 12:00,EQ-C04,39.1,1.6,12.7,5.35
S-010667,2024-03-29 14:00,EQ-A01,44.9,2.66,16.2,4.89
S-010668,2024-03-29 14:00,EQ-A02,43.3,1.93,13.9,5.05
S-010669,2024-03-29 14:00,EQ-A03,41.7,3.46,16.5,4.67
S-010670,2024-03-29 14:00,EQ-A04,41.8,1.83,12.5,5.61
S-010671,2024-03-29 14:00,EQ-B01,35.6,1.19,11.9,5.49
S-010672,2024-03-29 14:00,EQ-B02,36.5,1.41,14.5,5.7
S-010673,2024-03-29 14:00,EQ-B03,38.7,1.43,13.1,5.16
S-010674,2024-03-29 14:00,EQ-B04,33.7,0.56,11.6,5.82
S-010675,2024-03-29 14:00,EQ-C01,40.9,1.54,15.2,4.91
S-010676,2024-03-29 14:00,EQ-C03,38.8,1.84,14.0,4.94
S-010677,2024-03-29 14:00,EQ-C04,37.8,1.63,12.1,5.38
S-010678,2024-03-29 16:00,EQ-A01,46.1,2.37,15.5,5.15
S-010679,2024-03-29 16:00,EQ-A02,43.4,2.13,14.0,5.16
S-010680,2024-03-29 16:00,EQ-A03,43.5,3.5,16.6,4.74
S-010681,2024-03-29 16:00,EQ-A04,39.4,1.65,11.2,5.18
S-010682,2024-03-29 16:00,EQ-B01,39.5,1.77,11.8,5.5
S-010683,2024-03-29 16:00,EQ-B02,38.1,1.71,12.4,5.25
S-010684,2024-03-29 16:00,EQ-B03,39.1,1.49,13.1,5.18
S-010685,2024-03-29 16:00,EQ-B04,34.6,,13.4,5.53
S-010686,2024-03-29 16:00,EQ-C01,39.5,1.59,15.5,4.97
S-010687,2024-03-29 16:00,EQ-C02,40.3,2.14,14.7,4.96
S-010688,2024-03-29 16:00,EQ-C03,38.9,2.23,13.9,5.42
S-010689,2024-03-29 16:00,EQ-C04,39.8,2.24,11.5,
S-010690,2024-03-29 18:00,EQ-A01,41.6,2.71,13.8,5.33
S-010691,2024-03-29 18:00,EQ-A02,43.8,1.92,15.2,4.65
S-010692,2024-03-29 18:00,EQ-A03,42.0,3.39,15.1,5.06
S-010693,2024-03-29 18:00,EQ-A04,40.0,,11.8,4.73
S-010694,2024-03-29 18:00,EQ-B01,37.1,0.98,12.2,5.44
S-010695,2024-03-29 18:00,EQ-B02,39.3,1.37,14.2,5.31
S-010696,2024-03-29 18:00,EQ-B03,38.7,1.87,14.1,5.08
S-010697,2024-03-29 18:00,EQ-B04,34.3,1.11,11.2,5.55
S-010698,2024-03-29 18:00,EQ-C01,39.8,2.21,13.1,4.93
S-010699,2024-03-29 18:00,EQ-C02,41.0,,14.1,5.05
S-010700,2024-03-29 18:00,EQ-C03,38.1,1.83,14.8,5.59
S-010701,2024-03-29 18:00,EQ-C04,36.8,1.91,12.3,5.08
S-010702,2024-03-29 20:00,EQ-A01,42.4,2.22,15.8,4.81
S-010703,2024-03-29 20:00,EQ-A02,38.8,1.95,13.7,4.91
S-010704,2024-03-29 20:00,EQ-A03,43.2,2.56,16.7,4.99
S-010705,2024-03-29 20:00,EQ-A04,40.3,,11.7,5.32
S-010706,2024-03-29 20:00,EQ-B01,37.0,1.1,11.5,5.69
S-010707,2024-03-29 20:00,EQ-B02,36.2,1.34,11.6,4.98
S-010708,2024-03-29 20:00,EQ-B03,38.6,1.16,15.3,4.99
S-010709,2024-03-29 20:00,EQ-B04,36.7,0.85,10.7,5.53
S-010710,2024-03-29 20:00,EQ-C01,40.1,1.5,14.3,5.09
S-010711,2024-03-29 20:00,EQ-C02,39.5,1.88,14.6,4.82
S-010712,2024-03-29 20:00,EQ-C04,37.1,1.67,,5.27
S-010713,2024-03-29 22:00,EQ-A01,44.7,2.59,15.9,5.06
S-010714,2024-03-29 22:00,EQ-A02,41.5,1.92,15.5,4.75
S-010715,2024-03-29 22:00,EQ-A03,43.6,3.33,17.9,4.56
S-010716,2024-03-29 22:00,EQ-A04,41.8,2.13,12.5,5.22
S-010717,2024-03-29 22:00,EQ-B01,38.6,0.8,14.2,5.43
S-010718,2024-03-29 22:00,EQ-B02,39.5,0.95,13.1,5.39
S-010719,2024-03-29 22:00,EQ-B03,38.9,1.65,13.9,5.23
S-010720,2024-03-29 22:00,EQ-B04,36.5,1.1,12.2,5.37
S-010721,2024-03-29 22:00,EQ-C01,61.4,1.96,14.1,5.1
S-010722,2024-03-29 22:00,EQ-C02,40.4,2.33,15.0,4.93
S-010723,2024-03-29 22:00,EQ-C03,41.5,2.29,14.3,5.23
S-010724,2024-03-29 22:00,EQ-C04,39.5,1.53,13.0,5.25
S-010725,2024-03-30 00:00,EQ-A01,45.4,2.83,16.7,5.11
S-010726,2024-03-30 00:00,EQ-A02,43.5,2.22,15.2,4.86
S-010727,2024-03-30 00:00,EQ-A03,45.0,2.98,17.3,4.81
S-010728,2024-03-30 00:00,EQ-A04,43.3,2.02,11.9,5.13
S-010729,2024-03-30 00:00,EQ-B01,38.6,0.67,10.4,5.4
S-010730,2024-03-30 00:00,EQ-B02,38.5,1.43,14.0,5.24
S-010731,2024-03-30 00:00,EQ-B03,38.9,0.67,14.2,5.27
S-010732,2024-03-30 00:00,EQ-B04,40.9,1.36,11.1,5.6
S-010733,2024-03-30 00:00,EQ-C01,42.5,1.73,13.2,5.22
S-010734,2024-03-30 00:00,EQ-C02,43.0,,14.6,4.88
S-010735,2024-03-30 00:00,EQ-C04,39.0,1.29,11.7,5.19
S-010736,2024-03-30 02:00,EQ-A01,46.9,3.01,15.0,4.86
S-010737,2024-03-30 02:00,EQ-A02,41.7,2.71,14.3,4.95
S-010738,2024-03-30 02:00,EQ-A03,44.4,2.47,16.1,4.7
S-010739,2024-03-30 02:00,EQ-A04,41.0,1.85,12.6,5.18
S-010740,2024-03-30 02:00,EQ-B01,36.2,1.05,13.5,5.82
S-010741,2024-03-30 02:00,EQ-B02,38.5,1.9,12.7,5.4
S-010742,2024-03-30 02:00,EQ-B03,41.8,1.6,14.1,5.18
S-010743,2024-03-30 02:00,EQ-B04,33.9,1.33,12.5,5.53
S-010744,2024-03-30 02:00,EQ-C01,39.7,1.92,15.0,5.5
S-010745,2024-03-30 02:00,EQ-C02,41.1,1.93,12.7,5.1
S-010746,2024-03-30 02:00,EQ-C03,40.1,1.57,13.3,5.31
S-010747,2024-03-30 02:00,EQ-C04,40.3,1.73,11.8,5.29
S-010748,2024-03-30 04:00,EQ-A01,43.5,2.02,13.3,5.4
S-010749,2024-03-30 04:00,EQ-A02,43.2,2.45,15.6,5.11
S-010750,2024-03-30 04:00,EQ-A03,44.4,2.91,15.0,5.09
S-010751,2024-03-30 04:00,EQ-A04,41.2,1.58,10.5,5.62
S-010752,2024-03-30 04:00,EQ-B01,38.6,1.62,13.6,5.53
S-010753,2024-03-30 04:00,EQ-B02,35.9,0.72,12.5,5.15
S-010754,2024-03-30 04:00,EQ-B03,39.0,1.31,13.1,5.03
S-010755,2024-03-30 04:00,EQ-B04,37.4,1.14,11.8,5.16
S-010756,2024-03-30 04:00,EQ-C01,41.7,1.4,14.6,5.41
S-010757,2024-03-30 04:00,EQ-C02,42.6,2.47,14.9,5.07
S-010758,2024-03-30 04:00,EQ-C03,41.6,1.67,15.3,5.17
S-010759,2024-03-30 04:00,EQ-C04,39.7,1.8,10.4,5.61
S-010760,2024-03-30 06:00,EQ-A01,59.2,2.4,14.7,5.03
S-010761,2024-03-30 06:00,EQ-A02,42.6,2.06,16.9,4.92
S-010762,2024-03-30 06:00,EQ-A03,46.9,2.71,15.0,4.58
S-010763,2024-03-30 06:00,EQ-A04,41.8,1.9,12.3,5.2
S-010764,2024-03-30 06:00,EQ-B01,37.2,1.3,12.0,5.35
S-010765,2024-03-30 06:00,EQ-B03,36.4,1.44,13.8,5.11
S-010766,2024-03-30 06:00,EQ-B04,34.1,1.21,9.6,5.48
S-010767,2024-03-30 06:00,EQ-C01,40.4,2.11,15.3,5.06
S-010768,2024-03-30 06:00,EQ-C02,43.8,2.15,12.1,5.03
S-010769,2024-03-30 06:00,EQ-C03,40.6,1.52,13.7,5.2
S-010770,2024-03-30 06:00,EQ-C04,38.3,1.17,11.9,5.35
S-010771,2024-03-30 08:00,EQ-A01,44.0,2.55,13.9,4.75
S-010772,2024-03-30 08:00,EQ-A02,40.8,2.44,15.2,5.11
S-010773,2024-03-30 08:00,EQ-A03,46.6,3.09,16.5,4.79
S-010774,2024-03-30 08:00,EQ-A04,41.7,2.31,12.6,5.16
S-010775,2024-03-30 08:00,EQ-B01,35.4,1.57,11.7,4.78
S-010776,2024-03-30 08:00,EQ-B02,40.0,1.11,13.6,5.32
S-010777,2024-03-30 08:00,EQ-B03,38.7,1.37,13.5,5.45
S-010778,2024-03-30 08:00,EQ-B04,34.4,0.28,12.2,5.27
S-010779,2024-03-30 08:00,EQ-C01,38.0,1.38,13.8,5.3
S-010780,2024-03-30 08:00,EQ-C02,41.4,2.28,15.7,4.97
S-010781,2024-03-30 08:00,EQ-C03,38.2,1.52,12.7,5.22
S-010782,2024-03-30 08:00,EQ-C04,40.3,1.58,11.1,5.18
S-010783,2024-03-30 10:00,EQ-A01,40.8,2.38,13.9,5.37
S-010784,2024-03-30 10:00,EQ-A02,42.5,2.74,14.8,4.99
S-010785,2024-03-30 10:00,EQ-A03,43.9,3.15,17.1,4.72
S-010786,2024-03-30 10:00,EQ-A04,40.8,1.83,10.9,5.05
S-010787,2024-03-30 10:00,EQ-B01,35.9,1.23,14.9,5.5
S-010788,2024-03-30 10:00,EQ-B02,35.7,1.09,14.9,5.5
S-010789,2024-03-30 10:00,EQ-B03,37.1,1.07,13.0,5.01
S-010790,2024-03-30 10:00,EQ-B04,35.7,1.33,10.2,5.69
S-010791,2024-03-30 10:00,EQ-C01,38.7,1.61,14.4,5.3
S-010792,2024-03-30 10:00,EQ-C02,40.4,1.74,14.8,4.59
S-010793,2024-03-30 10:00,EQ-C03,40.0,1.49,13.6,4.96
S-010794,2024-03-30 10:00,EQ-C04,37.9,1.29,12.5,5.05
S-010795,2024-03-30 12:00,EQ-A02,42.2,1.94,14.4,5.0
S-010796,2024-03-30 12:00,EQ-A03,46.5,3.38,15.7,4.78
S-010797,2024-03-30 12:00,EQ-A04,36.8,1.67,12.0,4.91
S-010798,2024-03-30 12:00,EQ-B01,37.5,0.69,,5.24
S-010799,2024-03-30 12:00,EQ-B02,37.1,1.61,12.2,4.93
S-010800,2024-03-30 12:00,EQ-B03,37.7,1.56,13.1,5.31
S-010801,2024-03-30 12:00,EQ-B04,34.8,1.15,12.3,5.52
S-010802,2024-03-30 12:00,EQ-C01,37.7,1.44,14.2,5.0
S-010803,2024-03-30 12:00,EQ-C02,41.2,2.12,15.6,4.96
S-010804,2024-03-30 12:00,EQ-C03,41.9,1.68,13.5,5.51
S-010805,2024-03-30 12:00,EQ-C04,36.3,1.59,12.2,5.68
S-010806,2024-03-30 14:00,EQ-A01,42.1,2.47,16.1,5.08
S-010807,2024-03-30 14:00,EQ-A02,42.5,2.65,14.0,5.15
S-010808,2024-03-30 14:00,EQ-A03,44.5,2.81,14.7,4.98
S-010809,2024-03-30 14:00,EQ-A04,40.7,2.16,11.5,5.42
S-010810,2024-03-30 14:00,EQ-B01,34.2,1.38,10.7,5.6
S-010811,2024-03-30 14:00,EQ-B02,35.5,1.67,11.9,5.54
S-010812,2024-03-30 14:00,EQ-B03,38.1,1.69,14.4,5.12
S-010813,2024-03-30 14:00,EQ-B04,36.9,0.84,10.8,5.45
S-010814,2024-03-30 14:00,EQ-C01,37.8,2.07,13.6,5.24
S-010815,2024-03-30 14:00,EQ-C02,37.1,2.1,13.2,4.74
S-010816,2024-03-30 14:00,EQ-C03,38.7,,15.1,5.12
S-010817,2024-03-30 14:00,EQ-C04,37.1,1.25,10.9,5.26
S-010818,2024-03-30 16:00,EQ-A01,41.9,2.87,15.5,4.98
S-010819,2024-03-30 16:00,EQ-A02,42.1,2.52,14.6,4.99
S-010820,2024-03-30 16:00,EQ-A03,45.7,3.86,17.7,4.74
S-010821,2024-03-30 16:00,EQ-A04,39.1,1.46,10.8,5.33
S-010822,2024-03-30 16:00,EQ-B01,35.5,0.75,13.9,5.64
S-010823,2024-03-30 16:00,EQ-B02,39.0,1.33,11.6,5.19
S-010824,2024-03-30 16:00,EQ-B03,38.8,1.64,11.8,5.23
S-010825,2024-03-30 16:00,EQ-B04,37.8,0.86,14.4,5.49
S-010826,2024-03-30 16:00,EQ-C01,36.7,1.8,13.8,4.82
S-010827,2024-03-30 16:00,EQ-C02,39.0,1.44,15.1,4.77
S-010828,2024-03-30 16:00,EQ-C03,39.9,1.35,16.2,5.29
S-010829,2024-03-30 16:00,EQ-C04,,1.52,11.5,5.12
S-010830,2024-03-30 18:00,EQ-A02,44.7,2.84,16.0,4.84
S-010831,2024-03-30 18:00,EQ-A03,40.9,3.33,17.4,4.91
S-010832,2024-03-30 18:00,EQ-A04,41.1,1.74,12.3,5.26
S-010833,2024-03-30 18:00,EQ-B01,38.0,1.23,12.0,5.59
S-010834,2024-03-30 18:00,EQ-B02,38.1,0.86,12.9,5.31
S-010835,2024-03-30 18:00,EQ-B03,36.9,1.87,,5.67
S-010836,2024-03-30 18:00,EQ-B04,38.7,1.05,9.9,5.55
S-010837,2024-03-30 18:00,EQ-C01,40.2,1.62,16.0,4.91
S-010838,2024-03-30 18:00,EQ-C02,39.8,1.91,15.1,4.88
S-010839,2024-03-30 18:00,EQ-C03,37.8,1.89,12.2,5.4
S-010840,2024-03-30 18:00,EQ-C04,35.3,1.43,12.3,5.13
S-010841,2024-03-30 20:00,EQ-A01,44.0,2.22,15.7,5.08
S-010842,2024-03-30 20:00,EQ-A02,39.7,1.8,15.9,4.89
S-010843,2024-03-30 20:00,EQ-A03,45.4,2.69,15.4,4.45
S-010844,2024-03-30 20:00,EQ-A04,41.0,2.18,13.2,5.19
S-010845,2024-03-30 20:00,EQ-B01,37.2,1.26,12.5,5.68
S-010846,2024-03-30 20:00,EQ-B02,34.3,1.11,13.7,5.53
S-010847,2024-03-30 20:00,EQ-B03,37.4,,16.0,
S-010848,2024-03-30 20:00,EQ-B04,34.8,1.36,11.5,5.4
S-010849,2024-03-30 20:00,EQ-C01,37.7,1.32,15.3,5.16
S-010850,2024-03-30 20:00,EQ-C02,39.9,1.89,14.1,4.9
S-010851,2024-03-30 20:00,EQ-C03,40.7,1.55,14.6,5.47
S-010852,2024-03-30 20:00,EQ-C04,39.3,1.29,12.9,5.45
S-010853,2024-03-30 22:00,EQ-A01,44.2,2.54,14.2,4.64
S-010854,2024-03-30 22:00,EQ-A02,41.7,2.34,14.0,5.15
S-010855,2024-03-30 22:00,EQ-A03,42.1,2.79,17.0,4.78
S-010856,2024-03-30 22:00,EQ-A04,40.8,1.62,12.1,5.41
S-010857,2024-03-30 22:00,EQ-B01,38.0,1.3,13.3,5.62
S-010858,2024-03-30 22:00,EQ-B02,38.5,1.6,13.1,5.12
S-010859,2024-03-30 22:00,EQ-B03,39.3,1.58,12.2,5.26
S-010860,2024-03-30 22:00,EQ-B04,35.5,0.99,10.8,5.34
S-010861,2024-03-30 22:00,EQ-C01,39.9,1.21,14.6,5.03
S-010862,2024-03-30 22:00,EQ-C02,40.8,1.67,15.3,5.01
S-010863,2024-03-30 22:00,EQ-C03,43.1,1.93,13.6,5.56
S-010864,2024-03-30 22:00,EQ-C04,40.3,,11.1,5.45
S-010865,2024-04-01 00:00,EQ-A01,,2.78,15.2,5.13
S-010866,2024-04-01 00:00,EQ-A02,40.8,2.53,13.9,5.04
S-010867,2024-04-01 00:00,EQ-A03,45.0,3.1,16.2,4.75
S-010868,2024-04-01 00:00,EQ-A04,43.0,1.96,10.6,5.37
S-010869,2024-04-01 00:00,EQ-B01,37.4,1.04,13.9,5.26
S-010870,2024-04-01 00:00,EQ-B02,38.9,1.1,13.1,5.4
S-010871,2024-04-01 00:00,EQ-B03,37.6,1.8,14.5,5.28
S-010872,2024-04-01 00:00,EQ-B04,38.4,0.85,10.3,5.32
S-010873,2024-04-01 00:00,EQ-C01,41.6,1.47,12.7,5.1
S-010874,2024-04-01 00:00,EQ-C02,43.8,1.91,14.1,4.63
S-010875,2024-04-01 00:00,EQ-C03,40.6,1.65,13.7,5.12
S-010876,2024-04-01 00:00,EQ-C04,37.4,1.73,9.8,5.51
S-010877,2024-04-01 02:00,EQ-A01,43.6,3.16,16.2,5.21
S-010878,2024-04-01 02:00,EQ-A02,44.1,2.53,13.4,4.78
S-010879,2024-04-01 02:00,EQ-A03,47.5,3.43,15.6,4.65
S-010880,2024-04-01 02:00,EQ-A04,43.6,2.02,12.7,5.03
S-010881,2024-04-01 02:00,EQ-B01,36.7,1.12,12.6,5.15
S-010882,2024-04-01 02:00,EQ-B02,36.9,1.38,10.6,5.23
S-010883,2024-04-01 02:00,EQ-B03,38.1,1.32,13.5,5.06
S-010884,2024-04-01 02:00,EQ-B04,40.4,1.37,10.8,5.49
S-010885,2024-04-01 02:00,EQ-C01,41.9,2.12,13.5,5.16
S-010886,2024-04-01 02:00,EQ-C02,42.6,1.9,14.8,5.04
S-010887,2024-04-01 02:00,EQ-C03,40.7,1.72,15.0,5.07
S-010888,2024-04-01 02:00,EQ-C04,38.8,1.09,11.8,5.12
S-010889,2024-04-01 04:00,EQ-A01,42.8,3.04,15.0,5.1
S-010890,2024-04-01 04:00,EQ-A02,41.4,2.63,15.5,5.17
S-010891,2024-04-01 04:00,EQ-A03,45.3,3.28,18.5,4.97
S-010892,2024-04-01 04:00,EQ-A04,38.5,7.24,12.6,5.48
S-010893,2024-04-01 04:00,EQ-B01,35.7,1.76,12.5,5.49
S-010894,2024-04-01 04:00,EQ-B02,39.4,1.72,13.6,5.69
S-010895,2024-04-01 04:00,EQ-B03,38.1,1.26,14.0,5.3
S-010896,2024-04-01 04:00,EQ-B04,40.2,0.84,12.3,5.36
S-010897,2024-04-01 04:00,EQ-C01,41.6,1.84,15.5,4.97
S-010898,2024-04-01 04:00,EQ-C02,40.0,1.93,14.1,5.25
S-010899,2024-04-01 04:00,EQ-C03,39.8,1.64,13.6,5.46
S-010900,2024-04-01 04:00,EQ-C04,38.6,1.02,11.9,5.6
S-010901,2024-04-01 06:00,EQ-A01,43.7,2.61,15.2,4.92
S-010902,2024-04-01 06:00,EQ-A02,42.6,2.41,13.7,5.14
S-010903,2024-04-01 06:00,EQ-A03,47.7,2.61,18.4,4.26
S-010904,2024-04-01 06:00,EQ-A04,43.3,1.51,12.9,5.43
S-010905,2024-04-01 06:00,EQ-B01,37.0,1.44,12.7,5.58
S-010906,2024-04-01 06:00,EQ-B02,39.9,1.38,13.5,5.26
S-010907,2024-04-01 06:00,EQ-B03,38.9,1.04,13.8,5.63
S-010908,2024-04-01 06:00,EQ-B04,36.6,1.22,9.8,5.22
S-010909,2024-04-01 06:00,EQ-C01,41.6,1.7,14.0,5.19
S-010910,2024-04-01 06:00,EQ-C02,40.2,2.42,12.7,5.15
S-010911,2024-04-01 06:00,EQ-C03,40.4,1.61,14.7,5.43
S-010912,2024-04-01 06:00,EQ-C04,38.6,1.03,12.4,5.3
S-010913,2024-04-01 08:00,EQ-A01,41.4,2.59,15.2,5.09
S-010914,2024-04-01 08:00,EQ-A02,39.7,2.64,16.6,5.1
S-010915,2024-04-01 08:00,EQ-A03,44.4,,16.2,4.79
S-010916,2024-04-01 08:00,EQ-A04,40.3,,11.8,5.58
S-010917,2024-04-01 08:00,EQ-B01,35.3,1.13,11.4,5.66
S-010918,2024-04-01 08:00,EQ-B02,,1.06,11.9,5.47
S-010919,2024-04-01 08:00,EQ-B03,38.1,1.8,15.0,5.35
S-010920,2024-04-01 08:00,EQ-B04,36.8,0.8,11.9,5.35
S-010921,2024-04-01 08:00,EQ-C01,50.3,1.65,13.3,5.3
S-010922,2024-04-01 08:00,EQ-C02,41.9,2.0,15.9,5.17
S-010923,2024-04-01 08:00,EQ-C03,39.5,1.64,13.3,5.05
S-010924,2024-04-01 08:00,EQ-C04,37.2,1.57,11.4,5.47
S-010925,2024-04-01 10:00,EQ-A01,43.8,2.15,13.8,5.08
S-010926,2024-04-01 10:00,EQ-A02,42.0,2.91,14.8,4.97
S-010927,2024-04-01 10:00,EQ-A03,44.5,3.07,16.3,4.99
S-010928,2024-04-01 10:00,EQ-A04,40.0,1.99,12.5,5.6
S-010929,2024-04-01 10:00,EQ-B01,36.2,1.06,13.4,5.52
S-010930,2024-04-01 10:00,EQ-B02,55.3,1.2,14.2,5.63
S-010931,2024-04-01 10:00,EQ-B03,37.9,1.4,13.0,5.2
S-010932,2024-04-01 10:00,EQ-B04,34.7,1.0,10.5,5.51
S-010933,2024-04-01 10:00,EQ-C01,39.8,2.73,14.2,5.1
S-010934,2024-04-01 10:00,EQ-C03,38.3,1.9,13.6,4.95
S-010935,2024-04-01 10:00,EQ-C04,35.7,,10.6,5.47
S-010936,2024-04-01 12:00,EQ-A01,42.2,2.41,15.3,5.26
S-010937,2024-04-01 12:00,EQ-A02,41.4,2.11,13.6,4.87
S-010938,2024-04-01 12:00,EQ-A03,46.1,3.04,16.7,4.62
S-010939,2024-04-01 12:00,EQ-A04,40.0,1.57,11.9,5.29
S-010940,2024-04-01 12:00,EQ-B01,38.2,0.55,13.6,5.45
S-010941,2024-04-01 12:00,EQ-B02,,1.21,13.7,5.63
S-010942,2024-04-01 12:00,EQ-B03,39.9,2.03,14.9,5.5
S-010943,2024-04-01 12:00,EQ-B04,35.3,0.59,13.0,5.44
S-010944,2024-04-01 12:00,EQ-C01,40.1,1.82,15.2,5.07
S-010945,2024-04-01 12:00,EQ-C02,39.6,1.72,15.2,5.03
S-010946,2024-04-01 12:00,EQ-C03,37.0,1.78,13.9,5.25
S-010947,2024-04-01 12:00,EQ-C04,38.0,1.16,12.2,4.7
S-010948,2024-04-01 14:00,EQ-A01,43.0,2.45,16.1,4.79
S-010949,2024-04-01 14:00,EQ-A02,44.1,2.35,14.1,5.08
S-010950,2024-04-01 14:00,EQ-A03,45.4,2.92,16.7,5.05
S-010951,2024-04-01 14:00,EQ-A04,39.4,,13.8,5.33
S-010952,2024-04-01 14:00,EQ-B01,51.2,0.98,13.0,5.22
S-010953,2024-04-01 14:00,EQ-B02,37.4,1.48,13.9,5.49
S-010954,2024-04-01 14:00,EQ-B03,37.1,1.61,16.8,5.25
S-010955,2024-04-01 14:00,EQ-B04,33.6,1.22,10.8,5.44
S-010956,2024-04-01 14:00,EQ-C01,38.1,1.97,14.5,5.2
S-010957,2024-04-01 14:00,EQ-C02,38.9,1.84,15.8,5.07
S-010958,2024-04-01 14:00,EQ-C03,41.7,1.94,13.7,5.08
S-010959,2024-04-01 14:00,EQ-C04,38.9,1.47,10.9,5.3
S-010960,2024-04-01 16:00,EQ-A01,41.0,2.52,14.3,5.1
S-010961,2024-04-01 16:00,EQ-A02,41.1,2.72,15.6,4.97
S-010962,2024-04-01 16:00,EQ-A03,43.9,2.29,17.1,4.9
S-010963,2024-04-01 16:00,EQ-A04,41.4,2.08,12.9,5.1
S-010964,2024-04-01 16:00,EQ-B01,39.5,1.07,12.9,5.37
S-010965,2024-04-01 16:00,EQ-B02,38.1,0.87,15.6,5.51
S-010966,2024-04-01 16:00,EQ-B03,38.7,1.66,14.4,5.43
S-010967,2024-04-01 16:00,EQ-B04,37.7,0.89,11.6,5.01
S-010968,2024-04-01 16:00,EQ-C01,39.2,1.89,15.2,5.02
S-010969,2024-04-01 16:00,EQ-C02,40.5,1.75,13.8,5.09
S-010970,2024-04-01 16:00,EQ-C04,34.2,1.56,12.1,5.26
S-010971,2024-04-01 18:00,EQ-A01,42.4,3.03,15.3,4.78
S-010972,2024-04-01 18:00,EQ-A02,42.5,2.16,13.2,4.89
S-010973,2024-04-01 18:00,EQ-A03,44.8,2.77,16.5,4.74
S-010974,2024-04-01 18:00,EQ-A04,39.9,1.54,13.4,5.28
S-010975,2024-04-01 18:00,EQ-B01,36.0,1.37,13.4,5.49
S-010976,2024-04-01 18:00,EQ-B02,35.9,1.27,13.2,5.67
S-010977,2024-04-01 18:00,EQ-B03,37.3,1.67,15.0,5.49
S-010978,2024-04-01 18:00,EQ-B04,37.0,1.35,11.0,5.33
S-010979,2024-04-01 18:00,EQ-C01,39.7,1.75,14.0,4.9
S-010980,2024-04-01 18:00,EQ-C02,40.2,1.69,14.3,4.76
S-010981,2024-04-01 18:00,EQ-C03,40.4,2.12,13.9,5.49
S-010982,2024-04-01 18:00,EQ-C04,37.9,1.47,11.7,5.46
S-010983,2024-04-01 20:00,EQ-A01,42.8,2.91,16.1,5.3
S-010984,2024-04-01 20:00,EQ-A02,44.1,2.02,14.0,5.17
S-010985,2024-04-01 20:00,EQ-A03,44.0,,15.9,4.59
S-010986,2024-04-01 20:00,EQ-A04,42.7,1.08,9.8,5.16
S-010987,2024-04-01 20:00,EQ-B01,35.7,0.76,11.9,5.59
S-010988,2024-04-01 20:00,EQ-B02,39.4,1.11,12.5,5.5
S-010989,2024-04-01 20:00,EQ-B03,34.5,1.8,13.5,5.02
S-010990,2024-04-01 20:00,EQ-B04,38.4,1.25,11.0,5.67
S-010991,2024-04-01 20:00,EQ-C01,37.5,1.67,11.9,5.06
S-010992,2024-04-01 20:00,EQ-C02,55.9,2.06,13.7,4.96
S-010993,2024-04-01 20:00,EQ-C03,39.4,1.43,13.6,5.06
S-010994,2024-04-01 20:00,EQ-C04,39.4,,10.7,5.06
S-010995,2024-04-01 22:00,EQ-A01,,2.38,14.8,4.94
S-010996,2024-04-01 22:00,EQ-A02,43.7,2.4,16.3,4.66
S-010997,2024-04-01 22:00,EQ-A03,46.8,3.22,17.1,4.89
S-010998,2024-04-01 22:00,EQ-A04,39.9,1.92,12.8,5.18
S-010999,2024-04-01 22:00,EQ-B01,38.2,1.85,11.7,5.65
S-011000,2024-04-01 22:00,EQ-B02,36.9,1.02,15.0,5.7
S-011001,2024-04-01 22:00,EQ-B03,38.9,1.0,13.2,5.35
S-011002,2024-04-01 22:00,EQ-B04,40.4,1.32,11.0,5.5
S-011003,2024-04-01 22:00,EQ-C01,41.6,2.09,13.1,5.27
S-011004,2024-04-01 22:00,EQ-C02,40.4,1.92,14.3,5.13
S-011005,2024-04-01 22:00,EQ-C03,39.2,1.4,12.5,5.05
S-011006,2024-04-01 22:00,EQ-C04,41.4,1.65,11.9,5.22
S-011007,2024-04-02 00:00,EQ-A01,43.0,2.31,14.1,4.81
