param_id,record_date,shift,line,product_code,temperature_c,pressure_bar,spindle_speed_rpm,feed_rate_mmmin,coolant_flow_lmin,vibration_mms,has_defect
PP-01580,2024-06-15,주간,A라인,PRD-001,38.4,4.61,2930.0,207.9,12.0,0.268,0
PP-01581,2024-06-15,주간,B라인,PRD-006,37.6,4.53,2904.0,198.6,14.7,0.762,0
PP-01582,2024-06-15,주간,B라인,PRD-005,39.6,4.87,3112.0,195.9,17.5,0.536,0
PP-01583,2024-06-15,주간,C라인,PRD-001,38.3,4.59,2898.0,215.8,,0.163,0
PP-01584,2024-06-15,주간,C라인,PRD-001,37.6,5.65,2719.0,178.0,16.6,1.074,0
PP-01585,2024-06-17,주간,A라인,PRD-003,41.5,5.02,2871.0,217.8,15.6,0.43,0
PP-01586,2024-06-17,주간,A라인,PRD-003,41.5,5.34,3351.0,185.1,17.0,0.286,0
PP-01587,2024-06-17,야간,A라인,PRD-003,41.0,5.68,3351.0,187.2,13.3,0.491,0
PP-01588,2024-06-17,야간,A라인,PRD-004,45.3,5.35,3045.0,200.9,15.3,1.442,0
PP-01589,2024-06-17,주간,B라인,PRD-002,41.0,5.34,3015.0,213.7,16.6,1.02,0
PP-01590,2024-06-17,주간,B라인,PRD-002,43.9,5.08,3265.0,191.9,16.0,0.186,0
PP-01591,2024-06-17,야간,B라인,PRD-005,41.4,4.81,2647.0,220.7,12.9,0.116,0
PP-01592,2024-06-17,야간,B라인,PRD-006,41.7,5.15,2945.0,203.4,18.0,0.455,0
PP-01593,2024-06-17,주간,C라인,PRD-005,,4.97,3061.0,214.6,10.3,0.545,0
PP-01594,2024-06-17,주간,C라인,PRD-003,40.0,3.97,2901.0,167.7,16.5,0.634,0
PP-01595,2024-06-17,야간,C라인,PRD-005,38.0,4.49,3031.0,240.1,13.8,0.493,0
PP-01596,2024-06-17,야간,C라인,PRD-001,42.6,5.34,3137.0,190.0,13.0,0.267,0
PP-01597,2024-06-18,주간,A라인,PRD-004,49.6,4.74,3206.0,199.6,13.0,0.341,0
PP-01598,2024-06-18,주간,A라인,PRD-001,45.1,5.29,3004.0,189.9,16.1,0.487,0
PP-01599,2024-06-18,야간,A라인,PRD-001,47.1,5.06,2808.0,227.5,15.0,0.307,0
PP-01600,2024-06-18,야간,A라인,PRD-004,44.5,5.61,2929.0,188.7,13.1,0.29,0
PP-01601,2024-06-18,주간,B라인,PRD-005,39.8,4.98,2941.0,196.1,13.8,0.557,0
PP-01602,2024-06-18,주간,B라인,PRD-002,38.9,5.58,2667.0,180.1,14.8,1.076,0
PP-01603,2024-06-18,야간,B라인,PRD-005,42.7,4.27,2652.0,194.9,12.5,0.49,0
PP-01604,2024-06-18,야간,B라인,PRD-002,41.3,4.35,3110.0,222.5,18.0,0.635,0
PP-01605,2024-06-18,주간,C라인,PRD-001,36.9,4.65,3076.0,216.3,12.0,0.671,0
PP-01606,2024-06-18,주간,C라인,PRD-005,44.4,3.98,3034.0,217.2,17.1,0.277,0
PP-01607,2024-06-18,야간,C라인,PRD-001,39.4,4.45,2875.0,235.1,13.3,1.25,0
PP-01608,2024-06-18,야간,C라인,PRD-003,41.1,4.45,3044.0,220.5,14.5,0.413,0
PP-01609,2024-06-19,주간,A라인,PRD-004,45.7,5.01,3212.0,228.6,14.4,0.296,0
PP-01610,2024-06-19,주간,A라인,PRD-001,39.4,4.71,2977.0,222.6,15.5,0.278,0
PP-01611,2024-06-19,야간,A라인,PRD-004,39.0,4.04,2907.0,253.6,16.2,0.401,0
PP-01612,2024-06-19,야간,A라인,PRD-003,32.3,5.82,2900.0,215.1,12.8,0.623,0
PP-01613,2024-06-19,주간,B라인,PRD-006,43.3,3.21,3081.0,241.0,12.3,0.569,0
PP-01614,2024-06-19,주간,B라인,PRD-006,42.0,5.18,2957.0,212.0,15.4,0.193,0
PP-01615,2024-06-19,야간,B라인,PRD-005,43.7,5.73,3203.0,180.7,15.6,0.125,0
PP-01616,2024-06-19,야간,B라인,PRD-005,40.9,4.44,3103.0,196.4,11.6,1.438,0
PP-01617,2024-06-19,주간,C라인,PRD-001,40.9,5.37,2971.0,216.3,12.9,0.113,0
PP-01618,2024-06-19,주간,C라인,PRD-003,36.5,4.87,2979.0,190.1,13.3,0.47,0
PP-01619,2024-06-19,야간,C라인,PRD-001,37.2,5.08,2448.0,197.7,13.6,0.1,1
PP-01620,2024-06-19,야간,C라인,PRD-001,39.9,5.05,3034.0,234.9,12.4,0.971,0
PP-01621,2024-06-20,주간,A라인,PRD-001,43.1,4.46,3056.0,173.3,13.7,0.427,0
PP-01622,2024-06-20,주간,A라인,PRD-001,42.3,5.01,2935.0,220.6,16.8,0.465,0
PP-01623,2024-06-20,야간,A라인,PRD-003,41.5,4.64,2888.0,177.8,17.4,0.401,0
PP-01624,2024-06-20,야간,A라인,PRD-004,42.1,4.4,3057.0,208.7,14.4,0.951,0
PP-01625,2024-06-20,주간,B라인,PRD-002,40.6,4.99,3332.0,191.6,14.5,0.456,0
PP-01626,2024-06-20,주간,B라인,PRD-002,39.1,4.92,3245.0,199.9,13.6,1.396,0
PP-01627,2024-06-20,야간,B라인,PRD-006,29.5,5.18,2788.0,207.0,14.4,1.258,0
PP-01628,2024-06-20,야간,B라인,PRD-006,41.6,5.53,3114.0,213.7,13.1,0.165,0
PP-01629,2024-06-20,주간,C라인,PRD-005,35.2,4.43,2580.0,180.2,15.3,0.146,0
PP-01630,2024-06-20,주간,C라인,PRD-005,39.3,4.73,3043.0,212.5,12.9,0.422,0
PP-01631,2024-06-20,야간,C라인,PRD-001,39.0,4.98,2716.0,226.7,,0.39,0
PP-01632,2024-06-20,야간,C라인,PRD-005,39.6,5.4,3158.0,215.0,13.8,0.368,0
PP-01633,2024-06-21,주간,A라인,PRD-003,39.6,5.6,3122.0,211.3,16.1,0.749,0
PP-01634,2024-06-21,주간,A라인,PRD-001,40.7,6.35,3044.0,218.0,14.8,0.346,0
PP-01635,2024-06-21,야간,A라인,PRD-003,40.2,3.8,2974.0,194.8,11.5,0.893,0
PP-01636,2024-06-21,야간,A라인,PRD-004,44.3,4.49,2989.0,228.8,10.7,0.324,0
PP-01637,2024-06-21,주간,B라인,PRD-002,42.5,5.02,3411.0,189.0,15.5,0.107,0
PP-01638,2024-06-21,주간,B라인,PRD-005,42.3,5.11,3211.0,218.2,15.9,0.199,0
PP-01639,2024-06-21,야간,B라인,PRD-005,40.8,5.77,3206.0,183.9,12.8,0.235,0
PP-01640,2024-06-21,야간,B라인,PRD-005,39.8,5.22,3146.0,209.0,14.2,0.124,0
PP-01641,2024-06-21,주간,C라인,PRD-005,45.1,5.52,3038.0,273.3,14.0,0.648,0
PP-01642,2024-06-21,주간,C라인,PRD-001,37.8,4.86,2727.0,191.2,14.3,0.153,0
PP-01643,2024-06-21,야간,C라인,PRD-003,41.0,5.03,3278.0,194.7,14.6,0.154,0
PP-01644,2024-06-21,야간,C라인,PRD-003,39.2,5.34,2839.0,217.0,15.6,0.105,0
PP-01645,2024-06-22,주간,A라인,PRD-001,39.0,4.89,3246.0,237.0,14.5,0.344,0
PP-01646,2024-06-22,주간,A라인,PRD-004,46.2,5.1,2833.0,185.4,18.5,,0
PP-01647,2024-06-22,주간,B라인,PRD-002,40.7,5.28,3111.0,170.2,12.8,0.53,0
PP-01648,2024-06-22,주간,B라인,PRD-002,42.0,5.01,3134.0,189.6,13.4,0.475,0
PP-01649,2024-06-22,주간,C라인,PRD-001,37.4,4.66,2764.0,216.5,17.1,0.196,0
PP-01650,2024-06-22,주간,C라인,PRD-001,35.8,4.74,3278.0,180.6,16.8,0.49,0
PP-01651,2024-06-24,주간,A라인,PRD-003,43.3,6.04,2639.0,188.3,14.4,0.741,0
PP-01652,2024-06-24,주간,A라인,PRD-004,45.3,4.89,3046.0,210.0,14.1,0.253,0
PP-01653,2024-06-24,야간,A라인,PRD-003,45.5,4.94,3128.0,201.1,13.7,0.699,0
PP-01654,2024-06-24,야간,A라인,PRD-001,42.5,4.43,2981.0,207.6,14.6,0.319,0
PP-01655,2024-06-24,주간,B라인,PRD-002,43.4,5.5,2813.0,190.3,15.2,0.622,0
PP-01656,2024-06-24,주간,B라인,PRD-005,39.2,4.6,2958.0,234.0,18.9,0.11,0
PP-01657,2024-06-24,야간,B라인,PRD-005,40.8,4.19,2881.0,195.9,14.0,,0
PP-01658,2024-06-24,야간,B라인,PRD-002,40.0,5.19,2671.0,207.9,12.6,0.913,0
PP-01659,2024-06-24,주간,C라인,PRD-001,39.2,4.75,3034.0,183.9,20.9,0.424,0
PP-01660,2024-06-24,주간,C라인,PRD-005,38.7,5.05,3151.0,201.3,13.9,0.123,0
PP-01661,2024-06-24,야간,C라인,PRD-003,34.3,4.4,2811.0,178.7,14.3,1.072,0
PP-01662,2024-06-24,야간,C라인,PRD-001,36.1,4.62,2829.0,187.4,10.8,0.273,0
PP-01663,2024-06-25,주간,A라인,PRD-001,33.2,4.27,3186.0,232.8,13.9,0.385,0
PP-01664,2024-06-25,주간,A라인,PRD-004,41.1,4.49,3063.0,170.9,13.0,0.264,0
PP-01665,2024-06-25,야간,A라인,PRD-001,41.1,5.33,2715.0,221.8,14.5,0.827,0
PP-01666,2024-06-25,야간,A라인,PRD-003,44.9,5.07,3159.0,205.8,16.1,0.27,0
PP-01667,2024-06-25,주간,B라인,PRD-006,37.4,4.7,3251.0,194.5,15.4,0.282,0
PP-01668,2024-06-25,주간,B라인,PRD-005,42.2,4.9,2709.0,188.6,13.8,0.305,0
PP-01669,2024-06-25,야간,B라인,PRD-002,37.8,5.34,2938.0,192.9,12.2,0.217,0
PP-01670,2024-06-25,야간,B라인,PRD-002,39.7,5.02,3270.0,207.1,15.4,,0
PP-01671,2024-06-25,주간,C라인,PRD-005,37.1,5.12,2944.0,204.8,13.7,0.133,0
PP-01672,2024-06-25,주간,C라인,PRD-001,38.0,4.89,3026.0,211.8,14.2,0.221,0
PP-01673,2024-06-25,야간,C라인,PRD-001,43.7,4.59,3012.0,262.2,14.6,0.347,0
PP-01674,2024-06-25,야간,C라인,PRD-003,37.8,4.23,2687.0,146.1,14.4,0.353,0
PP-01675,2024-06-26,주간,A라인,PRD-001,46.0,5.62,2925.0,194.8,16.9,0.823,0
PP-01676,2024-06-26,주간,A라인,PRD-003,41.0,4.82,3460.0,190.7,16.5,0.421,0
PP-01677,2024-06-26,야간,A라인,PRD-001,39.4,4.5,2990.0,242.4,13.0,0.497,0
PP-01678,2024-06-26,야간,A라인,PRD-003,42.4,5.13,2904.0,148.8,13.9,0.417,0
PP-01679,2024-06-26,주간,B라인,PRD-006,43.3,4.46,3329.0,200.8,13.3,0.665,1
PP-01680,2024-06-26,주간,B라인,PRD-002,35.0,3.81,2929.0,210.7,12.7,0.223,0
PP-01681,2024-06-26,야간,B라인,PRD-002,41.7,4.88,2776.0,186.7,13.4,0.126,0
PP-01682,2024-06-26,야간,B라인,PRD-005,40.8,4.66,3072.0,201.0,13.4,0.105,0
PP-01683,2024-06-26,주간,C라인,PRD-005,,4.46,2866.0,222.7,15.3,0.582,0
PP-01684,2024-06-26,주간,C라인,PRD-001,38.5,5.03,2879.0,180.9,16.1,0.212,0
PP-01685,2024-06-26,야간,C라인,PRD-005,35.5,5.41,3138.0,210.7,14.5,0.746,0
PP-01686,2024-06-26,야간,C라인,PRD-005,41.0,4.44,2492.0,176.8,9.6,,0
PP-01687,2024-06-27,주간,A라인,PRD-003,41.2,5.63,2708.0,221.8,15.1,0.747,0
PP-01688,2024-06-27,주간,A라인,PRD-003,40.2,4.84,2936.0,167.0,15.1,0.461,0
PP-01689,2024-06-27,야간,A라인,PRD-004,43.0,4.57,3039.0,188.9,13.3,0.729,0
PP-01690,2024-06-27,야간,A라인,PRD-001,43.2,5.32,2827.0,208.9,12.9,0.835,0
PP-01691,2024-06-27,주간,B라인,PRD-005,,4.47,3227.0,224.2,11.9,0.617,0
PP-01692,2024-06-27,주간,B라인,PRD-005,42.9,4.13,2822.0,230.4,13.1,0.11,0
PP-01693,2024-06-27,야간,B라인,PRD-006,40.7,5.06,3010.0,251.0,15.9,1.238,0
PP-01694,2024-06-27,야간,B라인,PRD-002,39.5,4.2,3048.0,188.4,18.6,0.244,0
PP-01695,2024-06-27,주간,C라인,PRD-005,42.0,5.84,3346.0,178.6,14.9,0.309,0
PP-01696,2024-06-27,주간,C라인,PRD-005,42.1,4.44,3378.0,222.4,11.1,0.662,0
PP-01697,2024-06-27,야간,C라인,PRD-001,39.7,5.13,2976.0,195.9,17.7,0.203,0
PP-01698,2024-06-27,야간,C라인,PRD-005,42.2,5.72,3255.0,188.0,14.9,0.505,1
PP-01699,2024-06-28,주간,A라인,PRD-003,37.0,4.97,3436.0,233.5,13.6,0.276,0
PP-01700,2024-06-28,주간,A라인,PRD-003,42.1,4.87,3274.0,212.8,13.5,0.448,0
PP-01701,2024-06-28,야간,A라인,PRD-003,41.2,6.15,2989.0,216.5,12.9,0.556,0
PP-01702,2024-06-28,야간,A라인,PRD-004,44.6,3.78,3099.0,182.0,12.4,0.386,0
PP-01703,2024-06-28,주간,B라인,PRD-002,38.8,4.31,3241.0,208.6,14.6,0.341,0
PP-01704,2024-06-28,주간,B라인,PRD-005,42.8,4.06,3195.0,240.7,19.6,0.258,0
PP-01705,2024-06-28,야간,B라인,PRD-006,45.2,4.64,2909.0,199.1,17.1,0.172,0
PP-01706,2024-06-28,야간,B라인,PRD-002,40.4,5.74,3153.0,217.8,11.4,0.193,0
PP-01707,2024-06-28,주간,C라인,PRD-003,40.7,4.82,3464.0,195.8,,0.49,0
PP-01708,2024-06-28,주간,C라인,PRD-003,38.7,6.3,3265.0,199.5,13.8,0.234,0
PP-01709,2024-06-28,야간,C라인,PRD-003,44.0,5.1,2833.0,230.2,13.0,0.894,0
PP-01710,2024-06-28,야간,C라인,PRD-003,37.2,4.29,2922.0,191.1,14.1,0.667,0
PP-01711,2024-06-29,주간,A라인,PRD-003,45.9,4.4,3257.0,179.3,17.6,0.451,0
PP-01712,2024-06-29,주간,A라인,PRD-003,40.1,4.94,2922.0,195.8,15.1,1.203,0
PP-01713,2024-06-29,주간,B라인,PRD-006,40.7,5.48,3097.0,205.0,16.4,0.198,0
PP-01714,2024-06-29,주간,B라인,PRD-006,42.8,5.85,2822.0,211.7,11.8,0.724,0
PP-01715,2024-06-29,주간,C라인,PRD-003,41.5,4.75,3166.0,208.8,12.5,0.996,0
PP-01716,2024-06-29,주간,C라인,PRD-005,40.3,4.34,2868.0,207.8,17.2,0.436,0
